Entity,Year,regime_fh,polrights_fh,civlibs_fh,electdem_fh,polrights_score_fh,civlibs_score_fh,country_fh,number_notfree_fh,number_partlyfree_fh,number_free_fh,number_nonelectdem_fh,number_electdem_fh,pop_notfree_fh,pop_partlyfree_fh,pop_free_fh,pop_missreg_fh,pop_nonelectdem_fh,pop_electdem_fh,pop_missdem_fh,region,electprocess_fh
Turkmenistan,1997,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,1998,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,1999,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,2000,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,2001,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,2002,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,2003,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,2004,0,7,7,,,,1,,,,,,,,,,,,,Asia,
Turkmenistan,2005,0,7,7,0,0,1,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2006,0,7,7,0,0,1,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2007,0,7,7,0,0,5,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2008,0,7,7,0,1,5,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2009,0,7,7,0,1,7,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2010,0,7,7,0,1,7,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2011,0,7,7,0,1,6,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2012,0,7,7,0,1,6,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2013,0,7,7,0,1,6,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2014,0,7,7,0,1,5,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2015,0,7,7,0,0,4,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2016,0,7,7,0,0,4,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2017,0,7,7,0,0,4,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2018,0,7,7,0,0,2,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2019,0,7,7,0,0,2,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2020,0,7,7,0,0,2,1,,,,,,,,,,,,,Asia,0
Turkmenistan,2021,0,7,7,0,0,2,1,,,,,,,,,,,,,Asia,0
Tuvalu,1972,,,,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1973,,,,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1974,,,,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1975,,,,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1976,,,,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1977,,,,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1978,2,2,2,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1979,2,2,2,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1980,2,2,2,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1982,2,1,2,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1983,2,1,2,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1984,2,1,2,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1985,2,1,2,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1986,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1987,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1988,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1989,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1990,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1991,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1992,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1993,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1994,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1995,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1996,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1997,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1998,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,1999,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,2000,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,2001,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,2002,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,2003,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,2004,2,1,1,,,,1,,,,,,,,,,,,,Oceania,
Tuvalu,2005,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2006,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2007,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2008,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2009,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2010,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2011,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2012,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2013,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2014,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2015,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2016,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2017,2,1,1,1,37,57,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2018,2,1,1,1,37,56,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2019,2,1,1,1,37,56,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2020,2,1,1,1,37,56,1,,,,,,,,,,,,,Oceania,12
Tuvalu,2021,2,1,1,1,37,56,1,,,,,,,,,,,,,Oceania,12
Uganda,1972,0,7,7,,,,1,,,,,,,,,,,,,Africa,
Uganda,1973,0,7,7,,,,1,,,,,,,,,,,,,Africa,
Uganda,1974,0,7,7,,,,1,,,,,,,,,,,,,Africa,
Uganda,1975,0,7,7,,,,1,,,,,,,,,,,,,Africa,
Uganda,1976,0,7,7,,,,1,,,,,,,,,,,,,Africa,
Uganda,1977,0,7,7,,,,1,,,,,,,,,,,,,Africa,
Uganda,1978,0,7,7,,,,1,,,,,,,,,,,,,Africa,
Uganda,1979,0,6,6,,,,1,,,,,,,,,,,,,Africa,
Uganda,1980,1,4,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1982,1,5,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1983,1,4,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1984,1,4,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1985,1,5,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1986,1,5,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1987,1,5,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1988,1,5,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1989,1,6,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1990,1,6,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1991,0,6,6,,,,1,,,,,,,,,,,,,Africa,
Uganda,1992,0,6,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1993,0,6,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1994,1,5,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,1995,1,5,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1996,1,4,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1997,1,4,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1998,1,4,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,1999,1,5,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,2000,1,6,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,2001,1,6,5,,,,1,,,,,,,,,,,,,Africa,
Uganda,2002,1,6,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,2003,1,5,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,2004,1,5,4,,,,1,,,,,,,,,,,,,Africa,
Uganda,2005,1,5,4,0,14,31,1,,,,,,,,,,,,,Africa,3
Uganda,2006,1,5,4,0,15,31,1,,,,,,,,,,,,,Africa,4
Uganda,2007,1,5,4,0,15,30,1,,,,,,,,,,,,,Africa,4
Uganda,2008,1,5,4,0,15,30,1,,,,,,,,,,,,,Africa,4
Uganda,2009,1,5,4,0,15,30,1,,,,,,,,,,,,,Africa,4
Uganda,2010,1,5,4,0,15,30,1,,,,,,,,,,,,,Africa,4
Uganda,2011,1,5,4,0,13,29,1,,,,,,,,,,,,,Africa,3
Uganda,2012,1,5,4,0,12,28,1,,,,,,,,,,,,,Africa,3
Uganda,2013,1,6,4,0,11,26,1,,,,,,,,,,,,,Africa,3
Uganda,2014,0,6,5,0,11,25,1,,,,,,,,,,,,,Africa,3
Uganda,2015,0,6,5,0,11,25,1,,,,,,,,,,,,,Africa,3
Uganda,2016,0,6,5,0,11,24,1,,,,,,,,,,,,,Africa,3
Uganda,2017,1,6,4,0,11,26,1,,,,,,,,,,,,,Africa,3
Uganda,2018,0,6,5,0,11,25,1,,,,,,,,,,,,,Africa,3
Uganda,2019,0,6,5,0,11,23,1,,,,,,,,,,,,,Africa,3
Uganda,2020,0,6,5,0,11,23,1,,,,,,,,,,,,,Africa,3
Uganda,2021,0,6,5,0,11,23,1,,,,,,,,,,,,,Africa,3
Ukraine,1972,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1973,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1974,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1975,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1976,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1977,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1978,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1979,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1980,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1982,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1983,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1984,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1985,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1986,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1987,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1988,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1989,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1990,,,,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1991,1,3,3,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1992,1,3,3,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1993,1,4,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1994,1,3,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1995,1,3,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1996,1,3,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1997,1,3,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1998,1,3,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,1999,1,3,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,2000,1,4,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,2001,1,4,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,2002,1,4,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,2003,1,4,4,,,,1,,,,,,,,,,,,,Europe,
Ukraine,2004,1,4,3,,,,1,,,,,,,,,,,,,Europe,
Ukraine,2005,2,3,2,1,27,45,1,,,,,,,,,,,,,Europe,8
Ukraine,2006,2,3,2,1,28,45,1,,,,,,,,,,,,,Europe,9
Ukraine,2007,2,3,2,1,29,44,1,,,,,,,,,,,,,Europe,10
Ukraine,2008,2,3,2,1,28,45,1,,,,,,,,,,,,,Europe,10
Ukraine,2009,2,3,2,1,28,45,1,,,,,,,,,,,,,Europe,10
Ukraine,2010,1,3,3,1,27,40,1,,,,,,,,,,,,,Europe,9
Ukraine,2011,1,4,3,1,23,37,1,,,,,,,,,,,,,Europe,9
Ukraine,2012,1,4,3,1,21,36,1,,,,,,,,,,,,,Europe,8
Ukraine,2013,1,4,3,1,20,35,1,,,,,,,,,,,,,Europe,8
Ukraine,2014,1,3,3,1,25,37,1,,,,,,,,,,,,,Europe,9
Ukraine,2015,1,3,3,1,25,36,1,,,,,,,,,,,,,Europe,9
Ukraine,2016,1,3,3,1,25,36,1,,,,,,,,,,,,,Europe,9
Ukraine,2017,1,3,3,1,26,36,1,,,,,,,,,,,,,Europe,9
Ukraine,2018,1,3,4,1,26,34,1,,,,,,,,,,,,,Europe,9
Ukraine,2019,1,3,3,1,27,35,1,,,,,,,,,,,,,Europe,9
Ukraine,2020,1,3,4,1,26,34,1,,,,,,,,,,,,,Europe,9
Ukraine,2021,1,3,3,1,26,35,1,,,,,,,,,,,,,Europe,9
United Arab Emirates,1972,0,7,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1973,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1974,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1975,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1976,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1977,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1978,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1979,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1980,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1982,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1983,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1984,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1985,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1986,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1987,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1988,1,5,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1989,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1990,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1991,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1992,1,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1993,0,7,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1994,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1995,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1996,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1997,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1998,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,1999,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,2000,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,2001,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,2002,0,6,5,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,2003,0,6,6,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,2004,0,6,6,,,,1,,,,,,,,,,,,,Asia,
United Arab Emirates,2005,0,6,6,0,7,15,1,,,,,,,,,,,,,Asia,0
United Arab Emirates,2006,0,6,5,0,8,17,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2007,0,6,5,0,9,17,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2008,0,6,5,0,9,19,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2009,0,6,5,0,8,19,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2010,0,6,5,0,8,19,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2011,0,6,6,0,8,16,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2012,0,6,6,0,8,14,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2013,0,6,6,0,8,13,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2014,0,6,6,0,8,13,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2015,0,6,6,0,7,13,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2016,0,6,6,0,7,13,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2017,0,7,6,0,5,12,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2018,0,7,6,0,5,12,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2019,0,7,6,0,5,12,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2020,0,7,6,0,5,12,1,,,,,,,,,,,,,Asia,1
United Arab Emirates,2021,0,7,6,0,5,12,1,,,,,,,,,,,,,Asia,1
United Kingdom,1972,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1973,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1974,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1975,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1976,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1977,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1978,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1979,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1980,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1982,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1983,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1984,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1985,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1986,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1987,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1988,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1989,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1990,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1991,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1992,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1993,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1994,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1995,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1996,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1997,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1998,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,1999,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,2000,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,2001,2,1,2,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,2002,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,2003,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,2004,2,1,1,,,,1,,,,,,,,,,,,,Europe,
United Kingdom,2005,2,1,1,1,39,57,1,,,,,,,,,,,,,Europe,12
United Kingdom,2006,2,1,1,1,40,58,1,,,,,,,,,,,,,Europe,12
United Kingdom,2007,2,1,1,1,40,57,1,,,,,,,,,,,,,Europe,12
United Kingdom,2008,2,1,1,1,40,57,1,,,,,,,,,,,,,Europe,12
United Kingdom,2009,2,1,1,1,40,56,1,,,,,,,,,,,,,Europe,12
United Kingdom,2010,2,1,1,1,40,57,1,,,,,,,,,,,,,Europe,12
United Kingdom,2011,2,1,1,1,40,56,1,,,,,,,,,,,,,Europe,12
United Kingdom,2012,2,1,1,1,40,57,1,,,,,,,,,,,,,Europe,12
United Kingdom,2013,2,1,1,1,40,57,1,,,,,,,,,,,,,Europe,12
United Kingdom,2014,2,1,1,1,40,57,1,,,,,,,,,,,,,Europe,12
United Kingdom,2015,2,1,1,1,40,55,1,,,,,,,,,,,,,Europe,12
United Kingdom,2016,2,1,1,1,40,55,1,,,,,,,,,,,,,Europe,12
United Kingdom,2017,2,1,1,1,40,54,1,,,,,,,,,,,,,Europe,12
United Kingdom,2018,2,1,1,1,39,54,1,,,,,,,,,,,,,Europe,12
United Kingdom,2019,2,1,1,1,39,55,1,,,,,,,,,,,,,Europe,12
United Kingdom,2020,2,1,1,1,39,54,1,,,,,,,,,,,,,Europe,12
United Kingdom,2021,2,1,1,1,39,54,1,,,,,,,,,,,,,Europe,12
United States,1972,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1973,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1974,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1975,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1976,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1977,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1978,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1979,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1980,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1982,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1983,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1984,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1985,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1986,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1987,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1988,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1989,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1990,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1991,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1992,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1993,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1994,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1995,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1996,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1997,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1998,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,1999,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,2000,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,2001,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,2002,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,2003,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,2004,2,1,1,,,,1,,,,,,,,,,,,,North America,
United States,2005,2,1,1,1,37,56,1,,,,,,,,,,,,,North America,10
United States,2006,2,1,1,1,38,55,1,,,,,,,,,,,,,North America,11
United States,2007,2,1,1,1,38,56,1,,,,,,,,,,,,,North America,11
United States,2008,2,1,1,1,38,56,1,,,,,,,,,,,,,North America,11
United States,2009,2,1,1,1,38,56,1,,,,,,,,,,,,,North America,11
United States,2010,2,1,1,1,38,56,1,,,,,,,,,,,,,North America,11
United States,2011,2,1,1,1,38,55,1,,,,,,,,,,,,,North America,11
United States,2012,2,1,1,1,37,56,1,,,,,,,,,,,,,North America,11
United States,2013,2,1,1,1,37,55,1,,,,,,,,,,,,,North America,11
United States,2014,2,1,1,1,37,55,1,,,,,,,,,,,,,North America,11
United States,2015,2,1,1,1,36,54,1,,,,,,,,,,,,,North America,11
United States,2016,2,1,1,1,36,53,1,,,,,,,,,,,,,North America,11
United States,2017,2,2,1,1,33,53,1,,,,,,,,,,,,,North America,10
United States,2018,2,2,1,1,33,53,1,,,,,,,,,,,,,North America,10
United States,2019,2,2,1,1,33,53,1,,,,,,,,,,,,,North America,10
United States,2020,2,2,2,1,32,51,1,,,,,,,,,,,,,North America,10
United States,2021,2,2,2,1,32,51,1,,,,,,,,,,,,,North America,10
Uruguay,1972,1,3,4,,,,1,,,,,,,,,,,,,South America,
Uruguay,1973,1,5,5,,,,1,,,,,,,,,,,,,South America,
Uruguay,1974,1,5,5,,,,1,,,,,,,,,,,,,South America,
Uruguay,1975,1,5,5,,,,1,,,,,,,,,,,,,South America,
Uruguay,1976,0,6,6,,,,1,,,,,,,,,,,,,South America,
Uruguay,1977,0,6,6,,,,1,,,,,,,,,,,,,South America,
Uruguay,1978,0,6,6,,,,1,,,,,,,,,,,,,South America,
Uruguay,1979,0,6,6,,,,1,,,,,,,,,,,,,South America,
Uruguay,1980,1,5,5,,,,1,,,,,,,,,,,,,South America,
Uruguay,1982,1,5,5,,,,1,,,,,,,,,,,,,South America,
Uruguay,1983,1,5,4,,,,1,,,,,,,,,,,,,South America,
Uruguay,1984,1,5,4,,,,1,,,,,,,,,,,,,South America,
Uruguay,1985,2,2,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1986,2,2,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1987,2,2,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1988,2,2,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1989,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1990,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1991,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1992,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1993,2,2,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1994,2,2,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1995,2,2,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1996,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1997,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1998,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,1999,2,1,2,,,,1,,,,,,,,,,,,,South America,
Uruguay,2000,2,1,1,,,,1,,,,,,,,,,,,,South America,
Uruguay,2001,2,1,1,,,,1,,,,,,,,,,,,,South America,
Uruguay,2002,2,1,1,,,,1,,,,,,,,,,,,,South America,
Uruguay,2003,2,1,1,,,,1,,,,,,,,,,,,,South America,
Uruguay,2004,2,1,1,,,,1,,,,,,,,,,,,,South America,
Uruguay,2005,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
Uruguay,2006,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
Uruguay,2007,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
Uruguay,2008,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
Uruguay,2009,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
Uruguay,2010,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
Uruguay,2011,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
Uruguay,2012,2,1,1,1,39,58,1,,,,,,,,,,,,,South America,12
